,Name,z_burns2018_bvriC,z_burns2018_griC,EBV,EBV_err,dm15,dm15_err,MV,MV_err,bv_source_w09,Type,foundation,csp,w09,vel,vel_err,vel_source,bv_source,z,z_err,z_wang09,c_sncosmo,c_err_sncosmo,chisq,mwebv_sncosmo,mwebv_err,success,t0,t0_err,x0_sncosmo,x0_err_sncosmo,x1_sncosmo,x1_err_sncosmo,z_cosana,Name_sncosmo,Survey_sncosmo,bands,bands2,Name_upper,Name_snana,zHEL,zCMB,zHD,mwebv_snana,SNRMAX1,SNRMAX2,PKMJD,PKMJDERR,x1_snana,x1_err_snana,c_snana,c_err_snana,mB,mBERR,x0_snana,x0_err_snana,FITCHI2,x0_offset,Survey_snana,first_fitmjd
307,ps16fbb,,,,,,,,,,,TRUE,FALSE,FALSE,-10.06720395,0.22259043,local,,0.0525,0,,-0.11830091,0.03516023,18.40764395,0.01762384,0,1,57719.61768,0.211161945,0.001749568,6.08E-05,0.700723165,0.230376434,0.0525,ps16fbb,Foundation,gr                  ,girz                ,PS16FBB,PS16FBB,0.0525,0.0525,0.0525,0.0176239,68.60276,65.43566,57719.609,0.211,0.69793,0.2262,-0.118874,0.0348511,17.25988,0.037765,0.00223896,7.79E-05,19.1195,0.001746008,Foundation,57710.309
309,2017cpu,,,,,,,,,,,TRUE,FALSE,FALSE,-11.44569539,0.227494106,local,,0.0544045,0,,-0.051668082,0.034822685,10.86597189,0.023766809,0,1,57847.70275,0.586683543,0.002013677,6.78E-05,0.753421793,0.32428467,0.0544045,2017cpu,Foundation,gr                  ,girz                ,SN2017CPU,SN2017CPU,0.0544,0.0544,0.0544,0.0237668,72.15894,70.40472,57847.688,0.56,0.74146,0.31118,-0.0531715,0.0347882,17.10649,0.0367315,0.00257871,8.72E-05,10.88636,0.002010956,Foundation,57847.496
311,asassn-16fs,,,,,,,,,,,TRUE,FALSE,FALSE,-12.22844184,0.22040893,local,,0.0292052,0,,-0.02383929,0.034251236,13.99293796,0.02786268,0,1,57542.48918,0.326437296,0.004895612,0.000177705,-1.404126945,0.125240437,0.0292052,asassn-16fs,Foundation,gr                  ,girz                ,ASASSN-16FS,ASASSN-16FS,0.02921,0.02921,0.02921,0.0278629,123.48403,117.55956,57542.5,0.301,-1.42214,0.12164,-0.0237593,0.0341142,16.14464,0.0392852,0.00625381,0.000226281,14.75444,0.004876909,Foundation,57544.309
317,ps15bzz,,,,,,,,,,,TRUE,FALSE,FALSE,-11.08374833,0.239087708,local,,0.08024,0,,-0.017497176,0.031757498,27.71949387,0.017249665,0,1,57284.4486,0.558879163,0.000649534,2.37E-05,-0.996875305,0.237585583,0.08024,ps15bzz,Foundation,gir                 ,girz                ,PS15BZZ,PS15BZZ,0.08024,0.08024,0.08024,0.0172496,44.62732,36.24012,57284.449,0.611,-1.00367,0.24588,-0.0177229,0.0313703,18.33656,0.0400221,0.000830571,3.06E-05,27.57065,0.000647704,Foundation,57284.504
323,2016coj,,,,,,,,,,,TRUE,FALSE,FALSE,-11.9507,0.22188,local,,0.004523,0,,-0.008069032,0.032242389,46.72036819,0.016303425,0,1,57548.18039,0.089281636,0.102613722,0.003309925,-1.480002733,0.06945709,0.004523,2016coj,Foundation,gr                  ,girz                ,SN2016COJ,SN2016COJ,0.00452,0.00452,0.00452,0.0163034,722.75903,640.24072,57548.156,0.089,-1.51215,0.0699703,-0.0114311,0.0323596,12.83632,0.0350942,0.13167,0.00425583,46.23712,0.102680231,Foundation,57538.359
326,ps16cvc,,,,,,,,,,,TRUE,FALSE,FALSE,-11.3243804,0.223813538,local,,0.02954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,asassn-15fa,,,,,,,,,,,TRUE,FALSE,FALSE,-10.24457684,0.22188618,local,,0.0273452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2017zd,,,,,,,,,,,TRUE,FALSE,FALSE,-10.64256453,0.247781769,local,,0.02947,0,,-0.040266211,0.031278588,32.9508709,0.072736383,0,1,57793.11627,0.096722115,0.00616885,0.000197009,0.27016806,0.093305279,0.02947,2017zd,Foundation,gr                  ,girz                ,AT2017ZD,AT2017ZD,0.02947,0.02947,0.02947,0.0727359,122.60156,100.71561,57793.098,0.096,0.24488,0.0924464,-0.0427781,0.0314104,15.8896,0.0373425,0.00790972,0.000272044,33.67963,0.006168238,Foundation,57785.652
331,asassn-15il,,,,,,,,,,,TRUE,FALSE,FALSE,-10.83462141,0.22057382,local,,0.023316,0,,-0.116576128,0.031469564,59.95297064,0.149747272,0,1,57161.32371,0.168104745,0.012017858,0.000389544,1.319980132,0.103027081,0.023316,asassn-15il,Foundation,gr                  ,girz                ,ASASSN-15IL,ASASSN-15IL,0.02332,0.02332,0.02332,0.14975,156.43799,155.62637,57161.305,0.159,1.30007,0.10055,-0.118032,0.0316756,15.16382,0.0453937,0.0154337,0.000645272,63.4603,0.012035664,Foundation,57155.43
332,ps16dnp,,,,,,,,,,,TRUE,FALSE,FALSE,-8.820674707,0.254839542,local,,0.0512731,0,,-0.077200052,0.033167888,36.88808345,0.079040342,0,1,57597.81403,0.323423403,0.001718804,5.94E-05,0.986884321,0.233519731,0.0512731,ps16dnp,Foundation,gr                  ,girz                ,PS16DNP,PS16DNP,0.05127,0.05127,0.05127,0.079039,110.36543,63.78082,57597.832,0.336,0.96392,0.23749,-0.080737,0.0335952,17.27771,0.0404959,0.0022025,8.21E-05,37.0199,0.001717576,Foundation,57597.539
333,ps15bwh,,,,,,,,,,,TRUE,FALSE,FALSE,-11.32063976,0.256279345,local,,0.072671,0,,-0.074421196,0.035657859,14.02059497,0.024725156,0,1,57279.01935,0.128048707,0.001196864,4.03E-05,0.722424875,0.195127685,0.072671,ps15bwh,Foundation,gr                  ,girz                ,PS15BWH,PS15BWH,0.07267,0.07267,0.07267,0.024725,90.52824,53.46714,57279.016,0.126,0.70338,0.19412,-0.0752903,0.0355553,17.67172,0.0366267,0.00153219,5.17E-05,13.7062,0.001194848,Foundation,57271.445
336,ps15cze,,,,,,,,,,,TRUE,FALSE,FALSE,-11.44546859,0.234093998,local,,0.0393708,0,,0.033015059,0.036225463,31.89412759,0.184802689,0,1,57364.32764,0.164216152,0.001314615,4.97E-05,-1.520473618,0.231378788,0.0393708,ps15cze,Foundation,gr                  ,girz                ,PS15CZE,PS15CZE,0.03937,0.03937,0.03937,0.1848,66.46829,40.69888,57364.324,0.16,-1.52507,0.22961,0.0312904,0.0371028,17.5717,0.0543684,0.00168004,8.41E-05,31.5595,0.001310146,Foundation,57357.414
341,2017cjv,,,,,,,,,,,TRUE,FALSE,FALSE,-11.06816,0.2292,local,,0.059528,0,,-0.099752788,0.037095875,14.79254463,0.025969121,0,1,57839.97218,0.508708173,0.001173513,4.13E-05,-1.256810116,0.286495779,0.059528,2017cjv,Foundation,gr                  ,girz                ,SN2017CJV,SN2017CJV,0.05953,0.05953,0.05953,0.0259691,50.78155,49.06655,57839.934,0.541,-1.27272,0.29209,-0.102031,0.0374634,17.692,0.0388791,0.00150384,5.39E-05,14.22923,0.00117274,Foundation,57839.398
342,ps16bnz,,,,,,,,,,,TRUE,FALSE,FALSE,-12.81781173,0.347916096,local,,0.0627,0,,-0.124771466,0.034497996,10.01587985,0.037938794,0,1,57487.49743,0.152532128,0.001192649,3.98E-05,-1.098370626,0.205136136,0.0627,ps16bnz,Foundation,gr                  ,girz                ,PS16BNZ,PS16BNZ,0.0627,0.0627,0.0627,0.0379388,56.20633,51.57708,57487.484,0.153,-1.12078,0.2062,-0.127607,0.034336,17.67393,0.0367902,0.00152907,5.18E-05,9.93979,0.001192415,Foundation,57481.293
343,asassn-15go,,,,,,,,,,,TRUE,FALSE,FALSE,-13.07863594,0.22046816,local,,0.018923,0,,0.236510346,0.049024803,1.927588676,0.137439901,0,1,57122.30652,1.78866156,0.006392003,0.00027497,2.91873565,1.550085888,0.018923,asassn-15go,Foundation,gr                  ,girz                ,ASASSN-15GO,ASASSN-15GO,0.01892,0.01892,0.01892,0.13744,206.70074,163.77783,57122.391,0.047,2.79511,0.67042,0.23459,0.0448408,15.85538,0.0533814,0.008163,0.000401343,1.87894,0.006365753,Foundation,57124.258
345,2017po,,,,,,,,,,,TRUE,FALSE,FALSE,-12.71895909,0.225610283,local,,0.0318278,0,,-0.066561412,0.032012003,26.18761806,0.011907673,0,1,57784.3561,0.578550391,0.004962419,0.000174559,0.233682237,0.222180041,0.0318278,2017po,Foundation,gr                  ,girz                ,AT2017PO,AT2017PO,0.03183,0.03183,0.03183,0.0119077,137.54723,133.52412,57784.332,0.598,0.21995,0.22442,-0.0686657,0.0318044,16.12616,0.0385657,0.00636118,0.000225951,25.58247,0.00496064,Foundation,57786.637
346,2016hhv,,,,,,,,,,,TRUE,FALSE,FALSE,-11.41621235,0.236592462,local,,0.06194,0,,-0.171877925,0.050149864,7.896754396,0.051070455,0,1,57691.81903,1.432599685,0.001278273,0.000102619,-0.751369843,0.38901643,0.06194,2016hhv,Foundation,gr                  ,girz                ,SN2016HHV,SN2016HHV,0.06194,0.06194,0.06194,0.051071,48.86205,47.15803,57691.77,1.831,-0.759271,0.45231,-0.175322,0.0556081,17.59694,0.10639,0.00164143,0.000160837,7.81136,0.001280037,Foundation,57696.211
347,2016gmg,,,,,,,,,,,TRUE,FALSE,FALSE,-10.92671077,0.232571892,local,,0.049437,0,,-0.044340795,0.040585929,29.72858349,0.117568395,0,1,57662.16289,0.230795237,0.001378999,5.80E-05,-1.734443314,0.264798392,0.049437,2016gmg,Foundation,gr                  ,girz                ,AT2016GMG,AT2016GMG,0.04944,0.04944,0.04944,0.11757,51.39495,40.73557,57662.145,0.221,-1.75921,0.26365,-0.0462777,0.0409607,17.5169,0.0509227,0.00176701,8.29E-05,29.75515,0.001377968,Foundation,57657.387
348,ps15aii,,,,,,,,,,,TRUE,FALSE,FALSE,-10.47791244,0.228035085,local,,0.046549,0,,-0.050326588,0.031286363,17.62451689,0.022431198,0,1,57158.91716,0.128198651,0.0019892,6.24E-05,0.450758884,0.118133138,0.046549,ps15aii,Foundation,gr                  ,girz                ,PS15AII,PS15AII,0.04655,0.04655,0.04655,0.0224309,91.10466,88.30922,57158.902,0.128,0.43866,0.11774,-0.0511392,0.0313301,17.12027,0.0341541,0.00254621,8.01E-05,17.68072,0.001985611,Foundation,57151.414
349,ps17bii,,,,,,,,,,,TRUE,FALSE,FALSE,-10.58500393,0.241660919,local,,0.073391,0,,-0.091211491,0.042466137,20.28716733,0.066199633,0,1,57811.77829,0.351224009,0.000819572,3.28E-05,-0.933909408,0.366718613,0.073391,ps17bii,Foundation,gr                  ,girz                ,PS17BII,PS17BII,0.07339,0.07339,0.07339,0.0661994,36.86698,32.98304,57811.77,0.357,-0.946493,0.36735,-0.0932706,0.0426646,18.08266,0.045064,0.00104939,4.36E-05,20.47288,0.000818346,Foundation,57808.434
350,asassn-16bq,,,,,,,,,,,TRUE,FALSE,FALSE,-12.57850421,0.245967478,local,,0.0249351,0,,-0.050144779,0.031801516,31.50729311,0.03303199,0,1,57437.9052,0.174375323,0.005386215,0.000181669,-1.685307816,0.058526453,0.0249351,asassn-16bq,Foundation,gr                  ,girz                ,ASASSN-16BQ,ASASSN-16BQ,0.02494,0.02494,0.02494,0.0330314,224.11823,129.99057,57437.867,0.176,-1.68633,0.0589832,-0.0517467,0.0318402,16.03939,0.0371297,0.00689042,0.000235636,32.11947,0.005373357,Foundation,57432.582
353,asassn-16ct,,,,,,,,,,,TRUE,FALSE,FALSE,-9.820759463,0.244378722,local,,0.0419104,0,,-0.008187543,0.031928739,57.41094001,0.045624914,0,1,57459.9204,0.483568571,0.002666915,8.62E-05,1.51113488,0.183819744,0.0419104,asassn-16ct,Foundation,gr                  ,girz                ,ASASSN-16CT,ASASSN-16CT,0.04191,0.04191,0.04191,0.045625,126.52047,83.23322,57459.805,0.439,1.53819,0.17218,-0.00844556,0.0316127,16.80371,0.0359367,0.00340812,0.000112805,55.89079,0.002657755,Foundation,57457.531
354,ps16bby,,,,,,,,,,,TRUE,FALSE,FALSE,-10.53757,0.22039,local,,0.053427,0,,0.003040095,0.037569068,15.45284064,0.099242487,0,1,57466.9666,0.239808645,0.001189022,4.59E-05,-0.910682039,0.277345255,0.053427,ps16bby,Foundation,gr                  ,girz                ,PS16BBY,PS16BBY,0.05343,0.05343,0.05343,0.0992414,46.13886,37.9706,57466.902,0.214,-0.858688,0.25348,0.00400312,0.0374784,17.68298,0.0454828,0.00151637,6.35E-05,17.04041,0.001182511,Foundation,57450.59
356,asassn-15nr,,,,,,,,,,,TRUE,FALSE,FALSE,-10.58852649,0.225788928,local,,0.023206,0,,0.04311861,0.032886423,13.89678648,0.111577072,0,1,57250.11243,0.128310915,0.008281491,0.000291679,1.293921916,0.16381797,0.023206,asassn-15nr,Foundation,gr                  ,girz                ,ASASSN-15NR,ASASSN-15NR,0.02321,0.02321,0.02321,0.11158,167.50972,159.08788,57250.078,0.121,1.25126,0.15608,0.0405104,0.0327864,15.57066,0.0436048,0.0106105,0.000426133,14.5541,0.008274387,Foundation,57242.332
361,asassn-16ay,,,,,,,,,,,TRUE,FALSE,FALSE,-11.15608394,0.250599282,local,,0.028343,0,,0.207838815,0.032949048,13.59791083,0.059208097,0,1,57416.5227,0.499192414,0.002776318,0.000101202,1.051265139,0.151748152,0.028343,asassn-16ay,Foundation,gr                  ,girz                ,ASASSN-16AY,ASASSN-16AY,0.02834,0.02834,0.02834,0.059208,121.08739,84.84842,57416.484,0.451,1.03975,0.14431,0.20901,0.0330543,16.76038,0.0407681,0.00354689,0.000133182,14.17324,0.002765972,Foundation,57418.422
362,asassn-17eb,,,,,,,,,,,TRUE,FALSE,FALSE,-10.90044817,0.222191532,local,,0.0492393,0,,0.051304283,0.036318722,2.38454278,0.03546639,0,1,57836.92214,0.482590299,0.001380456,5.69E-05,-1.526124989,0.175871329,0.0492393,asassn-17eb,Foundation,gr                  ,girz                ,ASASSN-17EB,ASASSN-17EB,0.04924,0.04924,0.04924,0.0354664,73.67135,60.72949,57836.895,0.504,-1.52211,0.18026,0.050879,0.03622,17.51752,0.0457706,0.00176601,7.44E-05,2.25349,0.001377188,Foundation,57839.594
364,asassn-16dw,,,,,,,,,,,TRUE,FALSE,FALSE,-10.65044593,0.221744487,local,,0.034657,0,,0.073762306,0.031608622,23.26353601,0.045613511,0,1,57482.49647,0.290185348,0.002914809,9.48E-05,-0.100962781,0.127342745,0.034657,asassn-16dw,Foundation,gr                  ,girz                ,ASASSN-16DW,ASASSN-16DW,0.03466,0.03466,0.03466,0.0456134,101.98984,87.98308,57482.488,0.27,-0.114992,0.12419,0.0723424,0.031577,16.70551,0.0363307,0.00373073,0.000124837,21.84505,0.002909336,Foundation,57482.434
366,asassn-15np,,,,,,,,,,,TRUE,FALSE,FALSE,-9.292179382,0.259981847,local,,0.037683,0,,0.059671155,0.033466683,11.88962376,0.026425339,0,1,57241.69351,0.537373159,0.002114604,7.65E-05,-1.064772982,0.208310355,0.037683,asassn-15np,Foundation,gr                  ,girz                ,ASASSN-15NP,ASASSN-15NP,0.03768,0.03768,0.03768,0.0264253,83.24588,77.1537,57241.66,0.525,-1.06991,0.20528,0.0586689,0.0337888,17.05407,0.0398724,0.00270627,9.94E-05,12.07313,0.002110431,Foundation,57242.273
367,asassn-15uu,,,,,,,,,,,TRUE,FALSE,FALSE,-10.69667883,0.260768096,local,,0.026779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,asassn-17at,,,,,,,,,,,TRUE,FALSE,FALSE,-11.76277004,0.220843199,local,,0.0253701,0,,-0.01166082,0.033113329,22.9597608,0.02369248,0,1,57777.02725,0.388347449,0.004802287,0.000155752,-1.497453094,0.297396203,0.0253701,asassn-17at,Foundation,gr                  ,girz                ,ASASSN-17AT,ASASSN-17AT,0.02537,0.02537,0.02537,0.0236924,134.93666,124.43977,57777.02,0.037,-1.55025,0.20606,-0.0150604,0.0325403,16.16035,0.0355777,0.00616399,0.000201983,21.77051,0.004806865,Foundation,57776.656
380,asassn-15od,,,,,,,,,,,TRUE,FALSE,FALSE,-11.92664082,0.234093998,local,,0.017603,0,,-0.085594909,0.03306953,9.08756463,0.025503084,0,1,57256.61155,0.25784491,0.013485793,0.000444511,-1.183376892,0.13014229,0.017603,asassn-15od,Foundation,gr                  ,girz                ,ASASSN-15OD,ASASSN-15OD,0.0176,0.0176,0.0176,0.0255032,216.18044,200.96732,57256.582,0.247,-1.20087,0.12489,-0.0864698,0.032754,15.04152,0.0357395,0.0172739,0.00056861,8.06073,0.013470707,Foundation,57255.605
383,asassn-16ad,,,,,,,,,,,TRUE,FALSE,FALSE,-12.35306,0.22131,local,,0.016131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,ps15coh,,,,,,,,,,,TRUE,FALSE,FALSE,-10.77892,0.22077,local,,0.018837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,asassn-16hr,,,,,,,,,,,TRUE,FALSE,FALSE,-16.82654,0.93983,local,,0.030858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2002dj,,,0.18,0.05,1.08,0.03,-19.18,0.23,TRUE,HV,FALSE,FALSE,TRUE,-13.69,0.22,local,w09,0.008963,0,0.009423186,0.064160202,0.026081918,27.8557708,0.081837807,0,1,52451.40255,0.099946166,0.044962472,0.001226013,0.081177288,0.127153316,0.008963,2002dj,CfA3,BRV                 ,BIRV                ,SN2002DJ,SN2002DJ,0.00896,0.00896,0.00896,0.0818378,77.55258,67.85851,52451.41,0.1,0.08902,0.12651,0.0707258,0.0262488,13.75756,0.0338531,0.0563607,0.00175732,30.82292,0.043951771,CfA3,52440.18
387,2002de,,,0.19,0.04,1.05,0.03,-18.82,0.08,TRUE,HV,FALSE,FALSE,TRUE,-11.44,0.25,local,w09,0.028266221,,0.028266221,0.106187416,0.0270524,8.609492218,0.0167341,0,1,52434.03148,0.162666539,0.003851194,0.00010654,0.446663695,0.325218398,0.028266221,2002de,CfA3,BRV                 ,BIRV                ,SN2002DE,SN2002DE,0.02827,0.02827,0.02827,0.0167341,90.47793,83.51807,52434.035,0.162,0.4686,0.32437,0.11173,0.0267555,16.4238,0.0299678,0.00483592,0.000133478,9.87106,0.003771196,CfA3,52428.203
388,2001dl,,,0.37,0.04,0.85,0.05,-18.01,0.11,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.019596891,,0.019596891,0.2795123,0.026616234,70.3113111,0.046687475,0,1,52130.60478,0.063924705,0.003157492,8.87E-05,0.195293419,0.070592889,0.019596891,2001dl,LOSS,BRV                 ,BIRV                ,SN2001DL,SN2001DL,0.0196,0.0196,0.0196,0.0466873,83.51827,63.86687,52130.602,0.064,0.1966,0.0703591,0.27812,0.026211,16.61556,0.0312867,0.004053,0.000116792,71.0833,0.003160651,LOSS,52120.828
389,2001bg,,,0.26,0.04,1.1,0.04,-18.64,0.29,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.007192,0,0.007581912,0.122804787,0.02522958,70.97997157,0.033686112,0,1,52040.71431,0.100571936,0.042769265,0.001138317,-0.341601503,0.084115873,0.007192,2001bg,LOSS,BRV                 ,BIRV                ,SN2001BG,SN2001BG,0.00719,0.00719,0.00719,0.033686,108.57366,108.57365,52040.711,0.1,-0.340315,0.0844427,0.12287,0.024858,13.78753,0.0293122,0.0548259,0.00148017,71.02452,0.042754888,LOSS,52038.672
390,2002cs,,,0.11,0.06,1.05,0.03,-18.96,0.14,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.015838,0,0.015317263,0.109216338,0.026307831,969.959451,0.092699791,0,1,52409.70153,0.038390413,0.01476372,0.00041026,0.582231208,0.037567952,0.015838,2002cs,LOSS,BRV                 ,BIRV                ,SN2002CS,SN2002CS,0.01584,0.01584,0.01584,0.092699,108.57396,108.57375,52409.723,0.04,0.60209,0.038565,0.12165,0.0258174,14.95628,0.0362535,0.0186848,0.000623898,952.64325,0.01457097,LOSS,52399.961
391,2005bc,,,0.46,0.04,1.52,0.05,-17.82,0.18,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.01277884,,0.01277884,0.393192938,0.026896099,49.02222108,0.008991751,0,1,53469.93619,0.103614536,0.005429501,0.000150599,-1.805099459,0.084162286,0.01277884,2005bc,LOSS,BRV                 ,BIRV                ,SN2005BC,SN2005BC,0.01278,0.01278,0.01278,0.00899177,108.57375,108.57356,53469.938,0.104,-1.80522,0.0840428,0.39301,0.0263241,16.02796,0.0296982,0.00696332,0.000190468,49.01207,0.005430207,LOSS,53464.961
392,2005de,,,0.17,0.05,1.19,0.05,-18.7,0.15,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.014876959,,0.014876959,0.047916789,0.024891146,238.181492,0.087528503,0,1,53598.34408,0.028267504,0.011952763,0.000311646,-0.514393052,0.032898644,0.014876959,2005de,LOSS,BRV                 ,BIRV                ,SN2005DE,SN2005DE,0.01488,0.01488,0.01488,0.0875284,108.57378,108.57373,53598.344,0.028,-0.505579,0.0329068,0.048596,0.024969,15.1711,0.0328771,0.0153306,0.000464223,235.87393,0.011955263,LOSS,53587.801
393,1999cp,,,0.07,0.04,1.02,0.03,-19.28,0.21,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.010380515,,0.010380515,-0.013856227,0.025390542,238.9575335,0.021118574,0,1,51363.28043,0.032286488,0.0458973,0.001208637,-0.020712206,0.032774995,0.010380515,1999cp,LOSS,BRV                 ,BIRV                ,SN1999CP,SN1999CP,0.01038,0.01038,0.01038,0.0211185,108.57366,108.57365,51363.281,0.032,-0.0226272,0.0325738,-0.0154863,0.0256366,13.70974,0.0291687,0.0588984,0.00158233,241.89127,0.045930746,LOSS,51347.77
394,2002ha,,,-0.02,0.04,1.34,0.07,-18.96,0.17,TRUE,N,FALSE,FALSE,TRUE,-11.29,0.24,local,w09,0.013052363,,0.013052363,-0.066001285,0.02814932,15.68428352,0.087910363,0,1,52581.32792,0.110630499,0.022429686,0.000625826,-1.293451626,0.072260427,0.013052363,2002ha,CfA3,BRV                 ,BIRV                ,SN2002HA,SN2002HA,0.01305,0.01305,0.01305,0.0879107,108.5737,108.57368,52581.328,0.111,-1.29359,0.0728644,-0.0592012,0.0279012,14.5122,0.0347074,0.0281268,0.000899121,15.26543,0.021934126,CfA3,52577.18
395,1999dg,,,0.02,0.04,1.45,0.08,-18.97,0.1,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.022622317,,0.022622317,-0.070399088,0.030618493,28.12346518,0.033894218,0,1,51392.84446,0.243833032,0.007436754,0.00021914,-1.777048573,0.138512442,0.022622317,1999dg,LOSS,BRV                 ,BIRV                ,SN1999DG,SN1999DG,0.02262,0.02262,0.02262,0.0338942,72.38239,54.28685,51392.84,0.233,-1.78326,0.13394,-0.0719759,0.0300132,15.68515,0.0322355,0.00954864,0.000283499,30.90197,0.007446317,LOSS,51390.719
396,1995d,,,0.09,0.04,1.02,0.05,-19.18,0.31,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.00710158,,0.00710158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2006cc,,,0.41,0.04,1.06,0.05,-18.26,0.07,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.032665932,,0.032665932,0.345322082,0.026614916,178.1471141,0.012539082,0,1,53874.07768,0.054392816,0.00134247,3.62E-05,0.269373422,0.064549834,0.032665932,2006cc,CfA3,BVr                 ,BVir                ,SN2006CC,SN2006CC,0.03267,0.03267,0.03267,0.0125389,72.38263,72.38245,53874.051,0.054,0.23648,0.0642588,0.35841,0.0266229,17.56242,0.029469,0.00169446,4.60E-05,185.16656,0.001321391,CfA3,53864.242
398,1999bh,,,0.9,0.12,1.57,0.2,-16.64,0.13,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.017209,0,0.017662219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2002dp,,,0.16,0.04,1.25,0.05,-18.82,0.21,TRUE,N,FALSE,FALSE,TRUE,-11.09,0.23,local,w09,0.010450563,,0.010450563,0.084571691,0.02854984,15.55893405,0.042074439,0,1,52451.19271,0.151924379,0.025620577,0.000770234,-0.12045104,0.219379221,0.010450563,2002dp,CfA3,BRV                 ,BIRV                ,SN2002DP,SN2002DP,0.01045,0.01045,0.01045,0.0420745,57.14401,47.20592,52451.188,0.152,-0.122748,0.21744,0.09116,0.0284038,14.36741,0.03364,0.0321394,0.000995794,17.48689,0.025063272,CfA3,52446.473
400,2007gi,,,0.16,0.05,1.37,0.05,-19.06,0.36,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.00482,0,0.006084209,0.055245023,0.079039119,0.460493153,0.020376283,0,1,54325.6422,1.22215811,0.082703709,0.011515085,-2.803032058,1.247825697,0.00482,2007gi,Swift,BV                  ,BV                  ,SN2007GI,SN2007GI,0.00482,0.00482,0.00482,0.0203764,24.67583,20.48559,54325.754,0.794,-2.76426,0.88422,0.0863913,0.0787255,13.05225,0.11537,0.10792,0.0114678,0.47228,0.084159266,Swift,54315.664
401,2000fa,,,0.17,0.04,0.89,0.05,-19.04,0.1,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.021791742,,0.021791742,0.056454032,0.02703126,16.13175172,0.057713049,0,1,51892.6003,0.081375206,0.00756486,0.000215462,0.484719264,0.084275345,0.021791742,2000fa,CfA2,BRV                 ,BIRV                ,SN2000FA,SN2000FA,0.02179,0.02179,0.02179,0.0577134,155.10556,108.57366,51892.602,0.08,0.48545,0.0835164,0.0558059,0.026594,15.66763,0.0323972,0.00970395,0.000289556,16.34729,0.007567432,CfA2,51881.41
402,2002cu,,,0.12,0.04,1.42,0.05,-18.88,0.1,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.022979231,,0.022979231,0.042063891,0.026192139,61.52690945,0.053831901,0,1,52416.16118,0.049488509,0.006087289,0.000161708,-1.845643744,0.063419733,0.022979231,2002cu,LOSS,BRV                 ,BIRV                ,SN2002CU,SN2002CU,0.02298,0.02298,0.02298,0.0538319,108.57372,108.57366,52416.16,0.049,-1.8438,0.0625456,0.0405525,0.025521,15.90347,0.0302722,0.00780933,0.000217738,65.59276,0.006089951,LOSS,52407.949
403,2004s,,,0.07,0.04,1.1,0.07,-18.99,0.22,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.009856819,,0.009856819,0.030305696,0.02654641,83.66826593,0.085799818,0,1,53040.19068,0.183756529,0.036223881,0.001045417,-0.155008831,0.055150758,0.009856819,2004s,LOSS,BRV                 ,BIRV                ,SN2004S,SN2004S,0.00986,0.00986,0.00986,0.0857999,108.57362,90.47805,53040.223,0.18,-0.160336,0.0543297,0.0323939,0.026215,13.9717,0.0356539,0.0462723,0.00151951,84.25794,0.036084533,LOSS,53040.73
404,2007f,,,0.06,0.04,0.95,0.07,-19.15,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.024163383,,0.024163383,-0.060537852,0.02602512,53.83729563,0.014932164,0,1,54124.06479,0.045152478,0.007889114,0.000205203,0.61520099,0.041002759,0.024163383,2007f,CfA3,BVr                 ,BVir                ,SN2007F,SN2007F,0.02416,0.02416,0.02416,0.0149321,108.57372,83.51825,54124.027,0.045,0.56322,0.0405219,-0.0489346,0.0255994,15.63241,0.0282488,0.0100239,0.000260803,60.57119,0.007816939,CfA3,54115.539
