,Name,z_burns2018_bvriC,z_burns2018_griC,EBV,EBV_err,dm15,dm15_err,MV,MV_err,bv_source_w09,Type,foundation,csp,w09,vel,vel_err,vel_source,bv_source,z,z_err,z_wang09,c_sncosmo,c_err_sncosmo,chisq,mwebv_sncosmo,mwebv_err,success,t0,t0_err,x0_sncosmo,x0_err_sncosmo,x1_sncosmo,x1_err_sncosmo,z_cosana,Name_sncosmo,Survey_sncosmo,bands,bands2,Name_upper,Name_snana,zHEL,zCMB,zHD,mwebv_snana,SNRMAX1,SNRMAX2,PKMJD,PKMJDERR,x1_snana,x1_err_snana,c_snana,c_err_snana,mB,mBERR,x0_snana,x0_err_snana,FITCHI2,x0_offset,Survey_snana,first_fitmjd
0,2004dt,0.01972,0.01972,0.149,0.025,1.104,0.061,-19.58016078,0.022,TRUE,HV,FALSE,TRUE,TRUE,-15.93,0.22,local,b18,0.01972,,0.018826358,-0.043360113,0.025083649,791.1732413,0.022824912,0,1,53239.79122,0.025056269,0.014695076,0.000385763,-0.308954667,0.029818919,0.01972,2004dt,LOSS,BRV                 ,BIRV                ,SN2004DT,SN2004DT,0.01972,0.01972,0.01972,0.0228255,108.57375,108.5737,53239.793,0.025,-0.30424,0.029906,-0.0409757,0.0245329,14.94887,0.0287494,0.0188127,0.000498144,802.49811,0.01467071,LOSS,53228.98
1,2004ef,0.03097,0.03097,0.162,0.016,1.331,0.06,-18.91795622,0.003,TRUE,HV,FALSE,TRUE,TRUE,-12.29,0.23,local,b18,0.03097,,0.029790609,0.082941203,0.0211687,185.5189806,0.047228477,0,1,53264.21851,0.025696629,0.003218451,6.15E-05,-1.40395539,0.022520119,0.03097,2004ef,CSP,BVgr                ,BVgir               ,SN2004EF,SN2004EF,0.03097,0.03097,0.03097,0.0472282,217.1489,217.1488,53264.223,0.026,-1.39889,0.0221976,0.087047,0.0211032,16.60687,0.0226646,0.00408558,8.53E-05,191.55783,0.003186058,CSP,53255.191
2,2004eo,0.01569,0.01569,0.13,0.025,1.314,0.06,-19.08577057,0.008,TRUE,N,FALSE,TRUE,TRUE,-10.57,0.22,local,b18,0.014746869,,0.014746869,0.00617361,0.021656282,225.285733,0.092896871,0,1,53278.42253,0.025496275,0.016280375,0.000322368,-1.222335927,0.020345229,0.014746869,2004eo,CSP,BVgr                ,BVgir               ,SN2004EO,SN2004EO,0.01475,0.01475,0.01475,0.0928968,271.43478,271.43475,53278.422,0.025,-1.222,0.0203079,0.00474963,0.0215837,14.84109,0.0280247,0.020776,0.000536264,219.7968,0.01620175,CSP,53266.02
3,2004ey,0.01578,0.01578,0.026,0.018,0.967,0.06,-19.34272214,0.002,TRUE,N,FALSE,TRUE,TRUE,-11.204,0.39911026,csp,b18,0.01578,,0.014803575,-0.141589835,0.020416432,255.4835233,0.118187164,0,1,53304.54075,0.02329269,0.023074982,0.00043287,0.080654465,0.01828216,0.01578,2004ey,CSP,BVgr                ,BVgir               ,SN2004EY,SN2004EY,0.01578,0.01578,0.01578,0.11819,271.43484,271.43423,53304.531,0.023,0.0800672,0.0180084,-0.130556,0.0203613,14.45864,0.0300894,0.029549,0.000818902,220.74315,0.0230432,CSP,53295.031
4,2004gc,0.03208,0.03208,0.226,0.051,1.079,0.076,-19.15243997,0.046,,,FALSE,TRUE,FALSE,-10.3437052,0.491687668,local,b18,0.03208,,,0.090049938,0.022622199,322.9781082,0.17722747,0,1,53326.28603,0.162091497,0.003351607,7.45E-05,-0.643174718,0.038088038,0.03208,2004gc,CSP,BVgr                ,BVgir               ,SN2004GC,SN2004GC,0.03208,0.03208,0.03208,0.17723,155.10596,155.10558,53326.262,0.137,-0.638214,0.0351556,0.0920269,0.0232068,16.55095,0.0412566,0.0043015,0.000163452,312.80429,0.003354439,CSP,53329.328
5,2004gs,0.02663,0.02663,0.19,0.014,1.557,0.06,-18.35076913,0.005,TRUE,N,FALSE,TRUE,TRUE,-11.483,0.237697286,csp,b18,0.027515702,,0.027515702,0.080984973,0.023444832,431.1781655,0.026477212,0,0,53356.81439,3.34E-08,0.002499885,5.20E-05,-1.933747481,0.031766311,0.027515702,2004gs,CSP,BVgr                ,BVgir               ,SN2004GS,SN2004GS,0.02752,0.02752,0.02752,0.0264773,180.95691,180.95627,53356.027,0.058,-1.88485,0.0313688,0.12338,0.0223669,16.8984,0.0222001,0.00312348,6.39E-05,271.70096,0.002435784,CSP,53352.352
6,2005a,0.01913,0.01913,1.165,0.021,1.057,0.064,-17.46301534,0.015,TRUE,HV,FALSE,TRUE,TRUE,-14.04517,0.242381915,local,b18,0.018352697,,0.018352697,0.976640722,0.02251451,276.5218976,0.025963983,0,1,53380.00099,0.05986351,0.000956433,2.07E-05,-0.413645385,0.032946788,0.018352697,2005a,CSP,BVgr                ,BVgir               ,SN2005A,SN2005A,0.01835,0.01835,0.01835,0.025964,135.71751,120.6371,53380.004,0.059,-0.419117,0.0325582,0.98123,0.0223814,17.92908,0.0241648,0.00120884,2.69E-05,292.14246,0.00094269,CSP,53376.148
7,2005ag,0.07937,0.07937,0.031,0.018,0.916,0.06,-19.33403621,0.005,,,FALSE,TRUE,FALSE,-11.558,0.430464865,csp,b18,0.07937,,,-0.048333774,0.023121333,151.9533992,0.03436078,0,1,53414.82173,0.086539171,0.000740483,1.39E-05,0.311841118,0.04515186,0.07937,2005ag,CSP,BVgr                ,BVgir               ,SN2005AG,SN2005AG,0.07937,0.07937,0.07937,0.0343608,120.63909,120.63866,53414.84,0.085,0.27004,0.0452201,-0.0449314,0.0227215,18.19118,0.0210769,0.000949571,1.84E-05,148.95433,0.000740504,CSP,53412.32
8,2005al,0.01239,0.01239,0.009,0.009,1.34,0.06,-18.69494181,0.005,,,FALSE,TRUE,FALSE,-10.74226,0.24655,local,b18,0.01239,,,-0.128913308,0.022595814,214.819977,0.047773928,0,1,53430.7017,0.086400337,0.020115576,0.000401027,-1.324580786,0.030506643,0.01239,2005al,CSP,BVgr                ,BVgir               ,SN2005AL,SN2005AL,0.01239,0.01239,0.01239,0.0477741,217.14751,217.14748,53430.676,0.014,-1.31194,0.024521,-0.128524,0.0227247,14.61471,0.0238513,0.0255927,0.000562217,279.85605,0.019957958,CSP,53429.262
9,2005am,0.00789,0.00789,0.078,0.016,1.49,0.06,-19.02550938,0.004,TRUE,N,FALSE,TRUE,TRUE,-12.157,0.230867928,csp,b18,0.00789,,0.007698659,0.005051263,0.02371577,111.8009513,0.046124027,0,1,53436.18089,0.106313274,0.06183571,0.001297855,-1.874719539,0.031535073,0.00789,2005am,CSP,BVgr                ,BVgir               ,SN2005AM,SN2005AM,0.00789,0.00789,0.00789,0.0461239,361.91214,361.9119,53436.176,0.099,-1.85762,0.0304345,0.00674008,0.023377,13.39893,0.0245318,0.0784201,0.00177187,131.87617,0.061154355,CSP,53436.129
10,2005be,0.035,0.035,0.032,0.022,1.455,0.073,-19.00690009,0.039,,,FALSE,TRUE,FALSE,-9.317521501,0.617893001,local,b18,0.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2005bg,0.02307,0.02307,0.075,0.029,1.023,0.079,-19.17143311,0.037,,,FALSE,TRUE,FALSE,-10.793,0.358453623,csp,b18,0.02307,,,-0.032617023,0.021667609,203.7524399,0.027611775,0,1,53469.88018,0.120113112,0.0081036,0.000160574,0.375315405,0.058492171,0.02307,2005bg,CSP,BVgr                ,BVgir               ,SN2005BG,SN2005BG,0.02307,0.02307,0.02307,0.027612,217.14684,180.95624,53469.844,0.125,0.39192,0.0597264,-0.025193,0.0216268,15.60464,0.022296,0.0102836,0.000211177,217.11046,0.008019461,CSP,53471.148
12,2005bo,0.01389,0.01389,0.333,0.016,1.293,0.063,-18.45838289,0.005,TRUE,N,FALSE,TRUE,TRUE,-11.39141,0.22478,local,b18,0.013686,0,0.015023727,0.22029479,0.022913503,10.13116615,0.039532005,0,1,53478.77573,0.150728378,0.009794305,0.000204133,-1.116247326,0.119788375,0.013686,2005bo,CSP,BVgr                ,BVgir               ,SN2005BO,SN2005BO,0.01369,0.01369,0.01369,0.039532,120.63751,120.63737,53478.766,0.154,-1.11408,0.1199,0.22613,0.0226327,15.40082,0.0238424,0.0124071,0.000272456,12.75321,0.00967543,CSP,53478.25
13,2005el,0.0149,0.0149,0.007,0.008,1.352,0.06,-19.09088754,0.007,TRUE,N,FALSE,TRUE,TRUE,-10.8,0.22,local,b18,0.014893637,,0.014893637,-0.152094064,0.023676209,72.89650706,0.098083652,0,1,53646.79515,0.054711434,0.020302716,0.000432183,-1.299430928,0.043161157,0.014893637,2005el,CSP,BVgr                ,BVgir               ,SN2005EL,SN2005EL,0.01489,0.01489,0.01489,0.0980837,271.435,271.43494,53646.797,0.054,-1.27226,0.042871,-0.149039,0.0239084,14.61029,0.0304816,0.0256972,0.000721437,90.1551,0.02003945,CSP,53639.391
14,2005hc,0.04591,0.04591,0.037,0.017,0.875,0.061,-19.221908,0.004,TRUE,N,FALSE,TRUE,TRUE,-11.66,0.23,local,b18,0.045031153,,0.045031153,-0.032853108,0.021904757,57.08433869,0.028141218,0,1,53667.64787,0.055018964,0.002136538,4.05E-05,0.794149208,0.038236884,0.045031153,2005hc,CSP,BVgr                ,BVgir               ,SN2005HC,SN2005HC,0.04503,0.04503,0.04503,0.0281413,180.95732,180.95731,53667.648,0.054,0.78236,0.0379211,-0.0275745,0.0214978,17.04609,0.0211544,0.00272624,5.31E-05,55.69226,0.002126004,CSP,53662.219
15,2005hj,0.05797,0.05797,0.027,0.034,0.796,0.062,-19.33534652,0.009,,,FALSE,TRUE,FALSE,-10.538,0.226061938,csp,b18,0.05797,,,-0.001761846,0.023594753,95.827312,0.033311708,0,1,53674.38253,0.170536918,0.001428699,2.75E-05,1.636560224,0.101476607,0.05797,2005hj,CSP,BVgr                ,BVgir               ,SN2005HJ,SN2005HJ,0.05797,0.05797,0.05797,0.0333115,120.63806,120.63774,53674.406,0.16,1.59495,0.09738,0.00244002,0.0234082,17.48034,0.0218553,0.00182753,3.68E-05,104.9744,0.001425163,CSP,53671.172
16,2005iq,0.03402,0.03402,0.03,0.011,1.278,0.061,-19.04235493,0.005,TRUE,N,FALSE,TRUE,TRUE,-10.86904,0.23098,local,b18,0.032952797,,0.032952797,-0.102059199,0.021998678,59.56932409,0.019006641,0,1,53687.77943,0.04518124,0.003522755,6.76E-05,-1.182325899,0.042871687,0.032952797,2005iq,CSP,BVgr                ,BVgir               ,SN2005IQ,SN2005IQ,0.03295,0.03295,0.03295,0.0190066,217.147,155.10591,53687.773,0.045,-1.19176,0.0426808,-0.0954052,0.021854,16.50664,0.0211916,0.00448068,8.75E-05,69.5039,0.003494169,CSP,53682.051
17,2005kc,0.01511,0.01511,0.314,0.025,1.176,0.061,-18.72117011,0.007,TRUE,N,FALSE,TRUE,TRUE,-10.63,0.23,local,b18,0.013899616,,0.013899616,0.173601428,0.022131521,97.49850149,0.113614655,0,1,53697.76173,0.03328983,0.010584375,0.000216009,-0.766062623,0.037237159,0.013899616,2005kc,CSP,BVgr                ,BVgir               ,SN2005KC,SN2005KC,0.0139,0.0139,0.0139,0.11361,180.95644,180.95631,53697.754,0.032,-0.755133,0.036896,0.17857,0.0224358,15.31335,0.0314868,0.0134481,0.00039,89.34715,0.010487233,CSP,53687.02
18,2005ki,0.01919,0.01919,0.017,0.011,1.359,0.06,-18.99451823,0.004,TRUE,N,FALSE,TRUE,TRUE,-11.28,0.25,local,b18,0.01919,,0.020384102,-0.087601236,0.022483435,77.14547201,0.02748626,0,1,53705.27495,0.055962881,0.010731487,0.00021185,-1.478103391,0.031391416,0.01919,2005ki,CSP,BVgr                ,BVgir               ,SN2005KI,SN2005KI,0.01919,0.01919,0.01919,0.0274864,180.95647,180.95634,53705.273,0.055,-1.47574,0.0307348,-0.0808045,0.0223875,15.30044,0.0218382,0.013609,0.000273727,92.85246,0.010612708,CSP,53695.359
19,2005ku,0.04541,0.04541,0.158,0.037,1.027,0.089,-19.07033694,0.049,,,FALSE,TRUE,FALSE,-12.215,0.730896025,csp,b18,0.04541,,,0.08630308,0.023569622,75.84494699,0.045776961,0,1,53698.97381,0.220073193,0.001654328,3.52E-05,-0.17538216,0.141832185,0.04541,2005ku,CSP,BVgr                ,BVgir               ,SN2005KU,SN2005KU,0.04541,0.04541,0.04541,0.045777,83.51842,77.55292,53698.988,0.219,-0.187355,0.14291,0.0929754,0.0233226,17.32666,0.0246344,0.0021054,4.78E-05,70.98334,0.001641854,CSP,53699.059
20,2005lu,0.03199,0.03199,0.285,0.033,0.844,0.074,-18.66750418,0.043,,,FALSE,TRUE,FALSE,-10.43477104,0.418065905,local,b18,0.03199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2005mc,0.0252,0.0252,0.253,0.035,1.613,0.071,-18.2717861,0.04,,,FALSE,TRUE,FALSE,-11.28193045,0.236958168,local,b18,0.0252,0,,0.195156186,0.025245073,110.4272474,0.037515808,0,1,53731.04471,0.22968829,0.002780917,7.86E-05,-1.954691203,0.045055334,0.0252,2005mc,CSP,BVgr                ,BVgir               ,SN2005MC,SN2005MC,0.0252,0.0252,0.0252,0.0375157,135.71745,135.71698,53730.742,0.073,-1.98737,0.0445614,0.19435,0.0247485,16.74068,0.0267085,0.00361184,8.88E-05,114.16467,0.002816622,CSP,53736.289
22,2005na,0.0263,0.0263,0.071,0.016,1.03,0.061,-19.28034424,0.006,TRUE,N,FALSE,TRUE,TRUE,-10.74,0.23,local,b18,0.026831896,,0.026831896,-0.091003566,0.021609589,324.5229711,0.066814837,0,1,53740.69339,0.062103259,0.007372183,0.000142561,-0.419643157,0.029987653,0.026831896,2005na,CSP,BVgr                ,BVgir               ,SN2005NA,SN2005NA,0.02683,0.02683,0.02683,0.0668144,217.14766,180.9565,53740.688,0.061,-0.422662,0.0295521,-0.0846642,0.0210208,15.70474,0.0242006,0.00937785,0.000209029,316.21451,0.00731313,CSP,53738.211
23,2006d,0.00852,0.00852,0.135,0.015,1.375,0.06,-18.72046601,0.004,TRUE,N,FALSE,TRUE,TRUE,-10.62228,0.22013,local,b18,0.008939518,,0.008939518,-0.011378276,0.022805599,205.3844809,0.039300268,0,1,53757.58617,0.049646975,0.039839929,0.000816115,-1.605047059,0.030187467,0.008939518,2006d,CSP,BVgr                ,BVgir               ,SN2006D,SN2006D,0.00894,0.00894,0.00894,0.0393002,217.1476,180.95638,53757.59,0.048,-1.59094,0.0301418,-0.0118127,0.0227842,13.87457,0.0227519,0.0506024,0.00106039,250.37596,0.039461275,CSP,53751.34
24,2006x,0.00524,0.00524,1.352,0.018,1.057,0.062,-17.71389114,0.008,TRUE,HV,FALSE,TRUE,TRUE,-13.90271,0.22233,local,b18,0.003192208,,0.003192208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2006ax,0.01673,0.01673,0.02,0.012,0.985,0.06,-19.20749761,0.004,TRUE,N,FALSE,TRUE,TRUE,-10.26,0.23,local,b18,0.01673,,0.017969098,-0.105515183,0.020746161,125.1995193,0.043239929,0,1,53827.53285,0.022897185,0.017702179,0.000336671,0.161830999,0.023452002,0.01673,2006ax,CSP,BVgr                ,BVgir               ,SN2006AX,SN2006AX,0.01673,0.01673,0.01673,0.0432402,180.95691,180.95641,53827.52,0.023,0.16282,0.023415,-0.0978526,0.0204246,14.75801,0.0221199,0.0224284,0.000456936,112.38144,0.017490342,CSP,53815.141
26,2006bh,0.01084,0.01084,0.035,0.012,1.391,0.06,-18.97748488,0.003,,,FALSE,TRUE,FALSE,-15.48132221,0.220770885,local,b18,0.01084,,,-0.069535901,0.022949741,38.26347325,0.022862202,0,1,53833.46584,0.071294813,0.032987542,0.000665751,-1.676991266,0.037042895,0.01084,2006bh,CSP,BVgr                ,BVgir               ,SN2006BH,SN2006BH,0.01084,0.01084,0.01084,0.0228622,217.14769,180.95619,53833.457,0.069,-1.66747,0.0364602,-0.0617474,0.0226035,14.08341,0.0222408,0.0417482,0.000855192,42.92057,0.032556503,CSP,53831.398
27,2006br,0.02457,0.02457,0.997,0.045,1.107,0.093,-17.12948566,0.052,TRUE,HV,FALSE,TRUE,TRUE,-14.174,0.49372462,csp,b18,0.02457,,0.025541003,0.842057281,0.030339046,35.66426658,0.021119285,0,1,53851.41752,0.422073905,0.000463223,2.10E-05,-0.756299742,0.116693839,0.02457,2006br,CSP,BVgr                ,BVgir               ,SN2006BR,SN2006BR,0.02457,0.02457,0.02457,0.0211191,90.47804,63.86688,53851.48,0.484,-0.721273,0.11768,0.85124,0.0309109,18.72761,0.0532882,0.000579368,2.84E-05,30.98743,0.000451809,CSP,53858.191
28,2006dd,,,,,,,,,,,FALSE,TRUE,FALSE,-12.9091893,0.222158436,local,,0.0059,0,,0,0.108408821,7.62E-27,0.017970585,0,1,53905.4341,181.5552702,0.035772981,0.003299462,0,6.864690814,0.0059,2006dd,CSP,V                   ,BVgir               ,SN2006DD,,,,,,,,,,,,,,,,,,,,,
29,2006ef,0.01787,0.01787,0.03,0.023,1.355,0.071,-19.02314877,0.048,TRUE,HV,FALSE,TRUE,TRUE,-12.15,0.3,local,b18,0.01701844,,0.01701844,-0.015064048,0.026477139,50.69783338,0.020428808,0,1,53969.21282,0.094906625,0.010773462,0.000285464,-1.53544705,0.064292406,0.01701844,2006ef,LOSS,BRV                 ,BIRV                ,SN2006EF,SN2006EF,0.01702,0.01702,0.01702,0.0204289,108.57368,108.57362,53969.203,0.097,-1.51969,0.0678024,-0.0149314,0.0262539,15.2838,0.0288473,0.013819,0.000367163,50.45697,0.010776472,LOSS,53965.961
30,2006ej,0.02044,0.02044,0.067,0.022,1.368,0.07,-19.03890581,0.038,TRUE,HV,FALSE,TRUE,TRUE,-12.46,0.3,local,b18,0.019350053,,0.019350053,-0.015379125,0.02659745,16.62397399,0.03021619,0,1,53976.17946,0.205246013,0.00916022,0.000221265,-1.524747351,0.04500215,0.019350053,2006ej,CSP,BVgr                ,BVgir               ,SN2006EJ,SN2006EJ,0.01935,0.01935,0.01935,0.0302161,155.10518,135.71701,53976.086,0.205,-1.53001,0.045381,-0.0155722,0.0259134,15.46356,0.0267049,0.0117105,0.000288033,23.93802,0.009132201,CSP,53979.238
31,2006eq,0.04947,0.04947,0.196,0.033,1.612,0.071,-18.43851947,0.045,,,FALSE,TRUE,FALSE,-11.742,0.625936099,csp,b18,0.04947,,,0.09046715,0.029591413,58.64451503,0.041240825,0,1,53974.30309,0.36993604,0.000925179,3.88E-05,-2.074070737,0.068178644,0.04947,2006eq,CSP,BVgr                ,BVgir               ,SN2006EQ,SN2006EQ,0.04947,0.04947,0.04947,0.0412408,98.70232,83.51817,53974.215,0.011,-2.08521,0.0670823,0.0897478,0.0278057,17.94666,0.0299156,0.00118942,3.28E-05,61.1649,0.000927546,CSP,53981.141
32,2006et,0.02216,0.02216,0.232,0.015,0.887,0.061,-19.13310191,0.006,,,FALSE,TRUE,FALSE,-10.123,0.313255487,csp,b18,0.02216,,,0.132675205,0.021532134,73.82781912,0.016484083,0,1,53994.23771,0.038511998,0.007314964,0.000143042,0.752636208,0.033428469,0.02216,2006et,CSP,BVgr                ,BVgir               ,SN2006ET,SN2006ET,0.02216,0.02216,0.02216,0.0164841,180.95636,180.95627,53994.23,0.038,0.75828,0.0331785,0.1394,0.0214501,15.71687,0.0214737,0.00927365,0.000183415,81.82999,0.007231872,CSP,53983.141
33,2006ev,0.02871,0.02871,0.24,0.031,1.334,0.07,-18.54885328,0.039,,,FALSE,TRUE,FALSE,-10.70080002,0.229147069,local,b18,0.02871,,,0.091315442,0.024368646,12.10790858,0.077461894,0,1,53989.51236,0.246988446,0.002658633,7.01E-05,-1.321885272,0.069546901,0.02871,2006ev,CSP,BVgr                ,BVgir               ,SN2006EV,SN2006EV,0.02871,0.02871,0.02871,0.0774623,180.95712,180.95593,53989.48,0.246,-1.31134,0.0678469,0.0966966,0.0244886,16.81426,0.0325972,0.00337518,0.000101333,12.13969,0.002632067,CSP,53994.09
34,2006fw,0.08294,0.08294,0.287,0.033,1.093,0.123,-18.90185614,0.055,,,FALSE,TRUE,FALSE,-10.819,0.420195193,csp,b18,0.08294,,,0.016021096,0.025007137,294.8351931,0.028112064,0,1,54003.6952,0.137254216,0.000470558,9.51E-06,-0.687687714,0.110193959,0.08294,2006fw,CSP,BVgr                ,BVgir               ,SN2006FW,SN2006FW,0.08294,0.08294,0.08294,0.0281119,98.70374,90.47997,54003.664,0.137,-0.72005,0.10943,0.0178734,0.0248842,18.68241,0.0224875,0.000603998,1.25E-05,296.61142,0.000471016,CSP,54001.25
35,2006gj,0.02833,0.02833,0.279,0.021,1.56,0.061,-18.09355145,0.008,TRUE,N,FALSE,TRUE,TRUE,-11.34,0.25,local,b18,0.027719176,,0.027719176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2006hx,0.04546,0.04546,0.217,0.021,1.028,0.065,-19.10027208,0.023,,,FALSE,TRUE,FALSE,-10.593,0.450387611,csp,b18,0.04546,,,0.035622625,0.024245617,152.1000757,0.025796423,0,1,54022.03905,0.05608874,0.001756183,3.93E-05,-0.124735651,0.073593949,0.04546,2006hx,CSP,BVgr                ,BVgir               ,SN2006HX,SN2006HX,0.04546,0.04546,0.04546,0.0257965,90.47787,72.38237,54022.039,0.054,-0.1399,0.0731793,0.0423039,0.0241429,17.26047,0.0248077,0.00223776,5.11E-05,154.75987,0.001745073,CSP,54012.16
37,2006is,0.03133,0.03133,0.007,0.009,0.796,0.072,-19.52695622,0.04,,,FALSE,TRUE,FALSE,-14.122,0.309715999,csp,b18,0.03133,,,-0.059869255,0.021874662,487.869806,0.028965578,0,0,54008.75441,1.26E-05,0.005964999,0.000117109,1.750907566,0.05075526,0.03133,2006is,CSP,BVgr                ,BVgir               ,SN2006IS,SN2006IS,0.03133,0.03133,0.03133,0.0289655,271.4361,271.43365,54007.953,0.198,1.93579,0.0894818,-0.088871,0.0243503,15.88528,0.0255363,0.00794126,0.000186777,248.06485,0.006192834,CSP,54008.398
38,2006kf,0.02129,0.02129,0.045,0.024,1.503,0.061,-18.87833985,0.005,TRUE,N,FALSE,TRUE,TRUE,-11.432,0.231482181,csp,b18,0.0208144,,0.0208144,-0.050701168,0.024001907,56.10232917,0.211154851,0,1,54041.26709,0.072701301,0.007453948,0.000155631,-2.090084262,0.053639669,0.0208144,2006kf,CSP,BVgr                ,BVgir               ,SN2006KF,SN2006KF,0.02081,0.02081,0.02081,0.21115,180.95691,155.10558,54041.258,0.072,-2.08399,0.0528542,-0.0488403,0.0257979,15.69396,0.0474247,0.00947143,0.00041371,62.47768,0.007386106,CSP,54036.309
39,2006lu,0.05337,0.05337,0.03,0.023,0.933,0.071,-19.33328628,0.039,,,FALSE,TRUE,FALSE,-16.59440546,0.289701274,local,b18,0.05337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2006ob,0.0592,0.0592,0.062,0.017,1.512,0.062,-18.93517711,0.015,TRUE,N,FALSE,TRUE,TRUE,-8.981636689,0.681707367,local,b18,0.058296997,,0.058296997,-0.018513831,0.025756244,24.05013688,0.028481215,0,1,54063.3138,0.118541687,0.000923683,1.87E-05,-2.138462989,0.100821504,0.058296997,2006ob,CSP,BVgr                ,BVgir               ,SN2006OB,SN2006OB,0.0583,0.0583,0.0583,0.0284813,120.63602,98.70289,54063.309,0.119,-2.16452,0.0990652,-0.0122001,0.0254603,17.95479,0.0226017,0.00118055,2.46E-05,28.05304,0.000920628,CSP,54060.148
41,2006os,0.03279,0.03279,0.419,0.039,1.048,0.077,-18.49640705,0.042,TRUE,HV,FALSE,TRUE,TRUE,-11.911,0.657875368,csp,b18,0.032102209,,0.032102209,0.309992882,0.022973185,75.65535945,0.125408318,0,1,54064.78023,0.154998701,0.00157492,3.34E-05,-0.679758782,0.061323475,0.032102209,2006os,CSP,BVgr                ,BVgir               ,SN2006OS,SN2006OS,0.0321,0.0321,0.0321,0.12541,155.10542,120.63766,54064.75,0.151,-0.672282,0.060557,0.31403,0.0232816,17.38167,0.0335832,0.0020014,6.19E-05,68.45847,0.001560752,CSP,54065.129
42,2006py,0.05786,0.05786,0.146,0.02,1.059,0.077,-19.23695325,0.016,,,FALSE,TRUE,FALSE,-11.39711155,0.269432505,local,b18,0.05786,,,0.010862769,0.02348106,43.6882132,0.051704049,0,1,54070.90085,0.200261141,0.001230954,2.50E-05,0.17149777,0.194814622,0.05786,2006py,CSP,BVgr                ,BVgir               ,SN2006PY,SN2006PY,0.05786,0.05786,0.05786,0.0517039,120.63573,108.57265,54070.871,0.206,0.20677,0.19812,0.0163833,0.023432,17.64309,0.0240949,0.00157312,3.49E-05,44.1289,0.001226766,CSP,54069.039
43,2007a,0.01763,0.01763,0.265,0.02,0.954,0.063,-18.90742213,0.007,,,FALSE,TRUE,FALSE,-10.55722,0.222625,local,b18,0.01763,,,0.14071984,0.022357413,32.75012506,0.063390635,0,1,54113.29865,0.067106297,0.009290575,0.000190679,0.565404038,0.102431666,0.01763,2007a,CSP,BVgr                ,BVgir               ,SN2007A,SN2007A,0.01763,0.01763,0.01763,0.0633906,217.14758,180.95621,54113.27,0.068,0.58547,0.10239,0.14816,0.0224713,15.45914,0.0255881,0.0117583,0.000277115,33.61143,0.009169476,CSP,54108.039
44,2007af,0.00546,0.00546,0.166,0.015,1.084,0.061,-18.7591887,0.005,TRUE,N,FALSE,TRUE,TRUE,-10.99,0.22,local,b18,0.00546,,0.006397759,-0.024625381,0.021226371,150.6279802,0.033698745,0,1,54174.53021,0.030392567,0.10270227,0.002032942,-0.572222544,0.026158467,0.00546,2007af,CSP,BVgr                ,BVgir               ,SN2007AF,SN2007AF,0.00546,0.00546,0.00546,0.0336987,180.95615,155.10527,54174.523,0.03,-0.574865,0.0257029,-0.0144934,0.0205165,12.85012,0.0220589,0.13,0.00264127,150.70708,0.101377914,CSP,54165.301
45,2007as,0.01756,0.01756,0.118,0.026,1.179,0.06,-19.00895519,0.005,,,FALSE,TRUE,FALSE,-12.962,0.658817881,csp,b18,0.01756,,,0.046465736,0.022382379,46.97346235,0.122488057,0,1,54181.68638,0.089089026,0.011447946,0.000231321,-0.999898065,0.036573246,0.01756,2007as,CSP,BVgr                ,BVgir               ,SN2007AS,SN2007AS,0.01756,0.01756,0.01756,0.12249,271.43454,217.14757,54181.672,0.092,-1.00303,0.0367055,0.0499117,0.0230834,15.22863,0.0326705,0.0145395,0.000437503,47.45007,0.01133834,CSP,54181.199
46,2007bc,0.02076,0.02076,0.109,0.013,1.293,0.061,-18.96194286,0.006,TRUE,N,FALSE,TRUE,TRUE,-10.49,0.26,local,b18,0.021865126,,0.021865126,-0.011093283,0.022070907,32.33688954,0.018619779,0,1,54200.36148,0.065541397,0.008280127,0.000163001,-1.091473569,0.03387906,0.021865126,2007bc,CSP,BVgr                ,BVgir               ,SN2007BC,SN2007BC,0.02187,0.02187,0.02187,0.0186198,180.95641,180.95627,54200.348,0.066,-1.09804,0.0335953,-0.00186646,0.0217092,15.58345,0.0214755,0.0104862,0.000207414,27.98858,0.008177455,CSP,54197.148
47,2007bd,0.031,0.031,0.065,0.015,1.274,0.062,-19.08477936,0.008,TRUE,HV,FALSE,TRUE,TRUE,-12.49,0.23,local,b18,0.031958776,,0.031958776,-0.076625422,0.022774936,87.1245507,0.029214758,0,1,54206.8395,0.047195549,0.004379194,8.65E-05,-1.077483038,0.038860628,0.031958776,2007bd,CSP,BVgr                ,BVgir               ,SN2007BD,SN2007BD,0.03196,0.03196,0.03196,0.0292148,217.14787,180.95673,54206.836,0.046,-1.07663,0.0383765,-0.070652,0.0227831,16.27132,0.0222053,0.00556509,0.000113816,100.16349,0.004339825,CSP,54197.031
