# SQL Query: SELECT * from Spectra inner join Events ON Spectra.SN = Events.SN where phase between -2 and 2 and ((dm15_source > 1. and dm15_source < 1.3) or (dm15_from_fits > 1. and dm15_from_fits < 1.3)) and si_v0 < -11800
# N = 15
# N_spec = 25
# phase = -0.26
# x1 = 1.13
# vel = -14.34
# z = nan

  Wavelength          Flux    1-Sigma Lower    1-Sigma Upper        Phase       x1    Redshift    Velocity    SNe per Bin
        3710   0.784832         0.113072         0.13716      -0.194234    1.15141         nan    -13.6318             15
        3712   0.79719          0.112808         0.128262     -0.194833    1.15111         nan    -13.6297             15
        3714   0.794688         0.113384         0.125624     -0.199131    1.15099         nan    -13.619              15
        3716   0.782502         0.109122         0.131328     -0.192738    1.15138         nan    -13.6201             15
        3718   0.785614         0.120375         0.130646     -0.177738    1.15158         nan    -13.6183             15
        3720   0.802075         0.116034         0.134036     -0.183059    1.15185         nan    -13.6291             15
        3722   0.790473         0.122383         0.127569     -0.179809    1.15207         nan    -13.6228             15
        3724   0.800592         0.128187         0.137846     -0.183212    1.15139         nan    -13.6328             15
        3726   0.802174         0.117713         0.129455     -0.169483    1.15234         nan    -13.6106             15
        3728   0.819034         0.113832         0.119196     -0.174529    1.15185         nan    -13.6114             15
        3730   0.813427         0.10974          0.126557     -0.164759    1.1531          nan    -13.5891             15
        3732   0.806837         0.114082         0.117153     -0.173154    1.15242         nan    -13.5961             15
        3734   0.815659         0.107789         0.116387     -0.165347    1.15269         nan    -13.6039             15
        3736   0.818009         0.106283         0.120097     -0.16316     1.15288         nan    -13.5992             15
        3738   0.816959         0.0981793        0.116776     -0.149781    1.15316         nan    -13.5938             15
        3740   0.83782          0.0920933        0.128356     -0.139353    1.15311         nan    -13.6015             15
        3742   0.853733         0.0930905        0.127649     -0.144295    1.15331         nan    -13.6078             15
        3744   0.833229         0.094297         0.141206     -0.137524    1.15324         nan    -13.6183             15
        3746   0.835641         0.0904539        0.124694     -0.134347    1.15343         nan    -13.6124             15
        3748   0.860902         0.0844364        0.104159     -0.149238    1.15363         nan    -13.5992             15
        3750   0.869121         0.0805553        0.109096     -0.137916    1.15395         nan    -13.6028             15
        3752   0.86706          0.0913499        0.125927     -0.124242    1.15404         nan    -13.5922             15
        3754   0.87825          0.0857554        0.118361     -0.134505    1.15423         nan    -13.58               15
        3756   0.888006         0.0886374        0.108278     -0.135546    1.15494         nan    -13.5701             15
        3758   0.908642         0.082094         0.101992     -0.137184    1.15495         nan    -13.5735             15
        3760   0.918171         0.0803733        0.103838     -0.130861    1.15525         nan    -13.5763             15
        3762   0.928461         0.0789869        0.0915104    -0.13763     1.15538         nan    -13.5769             15
        3764   0.920892         0.0781173        0.0904952    -0.132406    1.1555          nan    -13.5831             15
        3766   0.912813         0.0714943        0.0908819    -0.124476    1.15573         nan    -13.5841             15
        3768   0.922235         0.0784125        0.0867484    -0.129314    1.15597         nan    -13.5774             15
        3770   0.930816         0.0711787        0.0969192    -0.118124    1.15641         nan    -13.5769             15
        3772   0.939711         0.0663489        0.0841614    -0.123503    1.15607         nan    -13.5821             15
        3774   0.9413           0.0663531        0.0767275    -0.128324    1.15659         nan    -13.5767             15
        3776   0.93962          0.0678678        0.0737275    -0.124239    1.15656         nan    -13.5814             15
        3778   0.962884         0.0664041        0.0750142    -0.122078    1.15688         nan    -13.5728             15
        3780   0.976343         0.0691512        0.070924     -0.121867    1.15703         nan    -13.5834             15
        3782   0.968423         0.0705203        0.0780816    -0.108021    1.15806         nan    -13.5571             15
        3784   0.999057         0.0622786        0.0741604    -0.119407    1.15766         nan    -13.5751             15
        3786   1.0101           0.0628361        0.0666987    -0.113204    1.15737         nan    -13.5866             15
        3788   1.01308          0.05601          0.0608464    -0.117976    1.15671         nan    -13.5988             15
        3790   1.03599          0.0569003        0.0597801    -0.113251    1.15803         nan    -13.5748             15
        3792   1.045            0.0597225        0.0597413    -0.117562    1.15792         nan    -13.5737             15
        3794   1.05997          0.0699572        0.0612175    -0.118137    1.15772         nan    -13.5841             15
        3796   1.09297          0.0741978        0.0673882    -0.109349    1.1584          nan    -13.5787             15
        3798   1.11231          0.0758525        0.0644113    -0.119168    1.15812         nan    -13.5846             15
        3800   1.13142          0.073243         0.061252     -0.124913    1.15841         nan    -13.5664             15
        3802   1.15604          0.080238         0.0584483    -0.118733    1.15838         nan    -13.5705             15
        3804   1.19112          0.0702518        0.0618425    -0.124002    1.15857         nan    -13.5688             15
        3806   1.21522          0.0776985        0.0631265    -0.127521    1.15828         nan    -13.5836             15
        3808   1.22782          0.0865009        0.0659258    -0.128408    1.1585          nan    -13.5786             15
        3810   1.25022          0.0854474        0.07031      -0.129682    1.15879         nan    -13.566              15
