,Name,Filter,mwebv_corr,ra,dec,mwebv
123,atlas16agv,Foundation-i,0.040641502726334267,16:41:09.710,+50:58:20.90,0.02114879690949236
123,atlas16agv,Foundation-z,0.031790797761580336,16:41:09.710,+50:58:20.90,0.02114879690949236
124,atlas16bwu,Foundation-g,0.06855157104568654,01:14:22.259,-13:09:11.12,0.018668691983346013
124,atlas16bwu,Foundation-r,0.04880271923107671,01:14:22.259,-13:09:11.12,0.018668691983346013
124,atlas16bwu,Foundation-i,0.035876049256931,01:14:22.259,-13:09:11.12,0.018668691983346013
124,atlas16bwu,Foundation-z,0.028062863754501066,01:14:22.259,-13:09:11.12,0.018668691983346013
125,atlas17ajn,Foundation-g,0.23718180926479882,11:44:26.571,-28:27:26.88,0.06464892458147665
125,atlas17ajn,Foundation-r,0.1689199230799332,11:44:26.571,-28:27:26.88,0.06464892458147665
125,atlas17ajn,Foundation-i,0.12420214034275823,11:44:26.571,-28:27:26.88,0.06464892458147665
125,atlas17ajn,Foundation-z,0.0971708612482125,11:44:26.571,-28:27:26.88,0.06464892458147665
126,atlas17axb,Foundation-g,0.34503336707228094,13:43:23.260,-19:56:37.25,0.09409934306813317
126,atlas17axb,Foundation-r,0.24579398653313334,13:43:23.260,-19:56:37.25,0.09409934306813317
126,atlas17axb,Foundation-i,0.18074887224605085,13:43:23.260,-19:56:37.25,0.09409934306813317
126,atlas17axb,Foundation-z,0.1414274027175324,13:43:23.260,-19:56:37.25,0.09409934306813317
127,css160129,Foundation-g,0.11921855932984649,07:40:29.609,+10:55:59.79,0.032475473485396575
127,css160129,Foundation-r,0.08488332935241871,07:40:29.609,+10:55:59.79,0.032475473485396575
127,css160129,Foundation-i,0.06240355050552182,07:40:29.609,+10:55:59.79,0.032475473485396575
127,css160129,Foundation-z,0.048815818265126154,07:40:29.609,+10:55:59.79,0.032475473485396575
128,ps15ahs,Foundation-g,0.11331010487570126,17:59:29.77,+43:23:24.2,0.030865039236822503
128,ps15ahs,Foundation-r,0.08067539885798602,17:59:29.77,+43:23:24.2,0.030865039236822503
128,ps15ahs,Foundation-i,0.05930959349730358,17:59:29.77,+43:23:24.2,0.030865039236822503
128,ps15ahs,Foundation-z,0.046395240827109774,17:59:29.77,+43:23:24.2,0.030865039236822503
129,ps15aii,Foundation-g,0.08236157105543462,12:44:45.54,+09:45:34.6,0.022431198497475362
129,ps15aii,Foundation-r,0.05863614130450223,12:44:45.54,+09:45:34.6,0.022431198497475362
129,ps15aii,Foundation-i,0.04310554506112396,12:44:45.54,+09:45:34.6,0.022431198497475362
129,ps15aii,Foundation-z,0.03371840549842808,12:44:45.54,+09:45:34.6,0.022431198497475362
130,ps15bwh,Foundation-g,0.09078039201740573,23:30:34.60,-18:53:29.5,0.024725156037659464
130,ps15bwh,Foundation-r,0.06463108431745823,23:30:34.60,-18:53:29.5,0.024725156037659464
130,ps15bwh,Foundation-i,0.04751312228569482,23:30:34.60,-18:53:29.5,0.024725156037659464
130,ps15bwh,Foundation-z,0.037166479810101904,23:30:34.60,-18:53:29.5,0.024725156037659464
131,ps15bzz,Foundation-g,0.06334261900143723,00:37:41.94,+01:45:46.0,0.017249664781704654
131,ps15bzz,Foundation-r,0.04509384703310815,00:37:41.94,+01:45:46.0,0.017249664781704654
131,ps15bzz,Foundation-i,0.03314936202560226,00:37:41.94,+01:45:46.0,0.017249664781704654
131,ps15bzz,Foundation-z,0.02592985539612691,00:37:41.94,+01:45:46.0,0.017249664781704654
132,ps15cze,Foundation-g,0.6764361708779543,03:47:23.43,+00:52:37.9,0.18480268901145727
132,ps15cze,Foundation-r,0.482255596569356,03:47:23.43,+00:52:37.9,0.18480268901145727
132,ps15cze,Foundation-i,0.35477628918027904,03:47:23.43,+00:52:37.9,0.18480268901145727
132,ps15cze,Foundation-z,0.27769604246569557,03:47:23.43,+00:52:37.9,0.18480268901145727
133,ps16bby,Foundation-g,0.3638557654723318,14:20:18.04,-22:11:20.4,0.09924248660602518
133,ps16bby,Foundation-r,0.2592141684942728,14:20:18.04,-22:11:20.4,0.09924248660602518
133,ps16bby,Foundation-i,0.1906219395443678,14:20:18.04,-22:11:20.4,0.09924248660602518
133,ps16bby,Foundation-z,0.1491556677904331,14:20:18.04,-22:11:20.4,0.09924248660602518
134,ps16bnz,Foundation-g,0.13925998218038949,10:20:36.90,-02:28:00.3,0.03793879383054024
134,ps16bnz,Foundation-r,0.09915746515576629,10:20:36.90,-02:28:00.3,0.03793879383054024
134,ps16bnz,Foundation-i,0.07289919290641755,10:20:36.90,-02:28:00.3,0.03793879383054024
134,ps16bnz,Foundation-z,0.05702738410829156,10:20:36.90,-02:28:00.3,0.03793879383054024
135,ps16cqa,Foundation-g,0.12466909035098261,15:39:07.01,+09:17:40.4,0.03396118247025949
135,ps16cqa,Foundation-r,0.08876523636102185,15:39:07.01,+09:17:40.4,0.03396118247025949
135,ps16cqa,Foundation-i,0.06525783163604792,15:39:07.01,+09:17:40.4,0.03396118247025949
135,ps16cqa,Foundation-z,0.051048911281856846,15:39:07.01,+09:17:40.4,0.03396118247025949
136,ps16dnp,Foundation-g,0.28990044300171647,22:59:39.51,+02:08:59.1,0.07904034213420943
136,ps16dnp,Foundation-r,0.2064916337990752,22:59:39.51,+02:08:59.1,0.07904034213420943
136,ps16dnp,Foundation-i,0.15183716850897078,22:59:39.51,+02:08:59.1,0.07904034213420943
136,ps16dnp,Foundation-z,0.11879823479468499,22:59:39.51,+02:08:59.1,0.07904034213420943
137,ps16em,Foundation-g,0.1346968091369174,10:55:34.00,-03:21:58.6,0.03669476555269312
137,ps16em,Foundation-r,0.09590731008467479,10:55:34.00,-03:21:58.6,0.03669476555269312
137,ps16em,Foundation-i,0.07050933914329605,10:55:34.00,-03:21:58.6,0.03669476555269312
137,ps16em,Foundation-z,0.05515758224992773,10:55:34.00,-03:21:58.6,0.03669476555269312
138,ps16evk,Foundation-g,0.22512591490395373,22:33:22.67,-01:21:25.39,0.06135895903859784
138,ps16evk,Foundation-r,0.16032919871957318,22:33:22.67,-01:21:25.39,0.06135895903859784
138,ps16evk,Foundation-i,0.11788391666378217,22:33:22.67,-01:21:25.39,0.06135895903859784
138,ps16evk,Foundation-z,0.09222652230456596,22:33:22.67,-01:21:25.39,0.06135895903859784
139,ps16fa,Foundation-g,0.08011285738807317,10:19:16.63,+04:45:42.0,0.021818503950391845
139,ps16fa,Foundation-r,0.0570348991657994,10:19:16.63,+04:45:42.0,0.021818503950391845
139,ps16fa,Foundation-i,0.04192830144920556,10:19:16.63,+04:45:42.0,0.021818503950391845
139,ps16fa,Foundation-z,0.032797451373484776,10:19:16.63,+04:45:42.0,0.021818503950391845
140,ps16fbb,Foundation-g,0.06471616593563745,00:07:03.15,-20:41:48.61,0.017623840111523452
140,ps16fbb,Foundation-r,0.04607182953072808,00:07:03.15,-20:41:48.61,0.017623840111523452
140,ps16fbb,Foundation-i,0.03386835152478085,00:07:03.15,-20:41:48.61,0.017623840111523452
140,ps16fbb,Foundation-z,0.026492297691294908,00:07:03.15,-20:41:48.61,0.017623840111523452
141,ps16n,Foundation-g,0.24174320330932808,05:03:43.99,+03:24:44.9,0.0658938041565381
141,ps16n,Foundation-r,0.1721703843302862,05:03:43.99,+03:24:44.9,0.0658938041565381
141,ps16n,Foundation-i,0.1265928060705388,05:03:43.99,+03:24:44.9,0.0658938041565381
141,ps16n,Foundation-z,0.0990417154752361,05:03:43.99,+03:24:44.9,0.0658938041565381
142,ps17bii,Foundation-g,0.24286376497798123,11:25:38.26,+07:20:00.80,0.06619963300559177
142,ps17bii,Foundation-r,0.17296891020780514,11:25:38.26,+07:20:00.80,0.06619963300559177
142,ps17bii,Foundation-i,0.1271801139336226,11:25:38.26,+07:20:00.80,0.06619963300559177
142,ps17bii,Foundation-z,0.09950132560899938,11:25:38.26,+07:20:00.80,0.06619963300559177
143,psnj0153424,Foundation-g,0.17095133668195572,01:53:42.40,+29:56:10.7,0.04658024305187222
143,psnj0153424,Foundation-r,0.1217318084976462,01:53:42.40,+29:56:10.7,0.04658024305187222
143,psnj0153424,Foundation-i,0.08949893027953593,01:53:42.40,+29:56:10.7,0.04658024305187222
143,psnj0153424,Foundation-z,0.07001539354175534,01:53:42.40,+29:56:10.7,0.04658024305187222
144,ptss-16efw,Foundation-g,0.6477014395743499,17:35:37.800,+08:48:32.35,0.17692561053638028
144,ptss-16efw,Foundation-r,0.4617381945723409,17:35:37.800,+08:48:32.35,0.17692561053638028
144,ptss-16efw,Foundation-i,0.33967070038539937,17:35:37.800,+08:48:32.35,0.17692561053638028
144,ptss-16efw,Foundation-z,0.26586400362290163,17:35:37.800,+08:48:32.35,0.17692561053638028
